year,lad_code,lad_name,region,nation,median_gross_annual_earnings
2014,S12000034,Aberdeenshire,Scotland,S,25339.0
2015,S12000034,Aberdeenshire,Scotland,S,26048.0
2016,S12000034,Aberdeenshire,Scotland,S,26829.0
2017,S12000034,Aberdeenshire,Scotland,S,27634.0
2018,S12000034,Aberdeenshire,Scotland,S,28463.0
2019,S12000034,Aberdeenshire,Scotland,S,29317.0
2020,S12000034,Aberdeenshire,Scotland,S,30197.0
2021,S12000034,Aberdeenshire,Scotland,S,31103.0
2022,S12000034,Aberdeenshire,Scotland,S,32036.0
2023,S12000034,Aberdeenshire,Scotland,S,32997.0
2024,S12000034,Aberdeenshire,Scotland,S,33987.0
2010,S12000035,Argyll and Bute,Scotland,S,23196.0
2011,S12000035,Argyll and Bute,Scotland,S,23845.0
2012,S12000035,Argyll and Bute,Scotland,S,24513.0
2013,S12000035,Argyll and Bute,Scotland,S,25199.0
2014,S12000035,Argyll and Bute,Scotland,S,25905.0
2015,S12000035,Argyll and Bute,Scotland,S,26630.0
2016,S12000035,Argyll and Bute,Scotland,S,27429.0
2017,S12000035,Argyll and Bute,Scotland,S,28251.0
2018,S12000035,Argyll and Bute,Scotland,S,29099.0
2019,S12000035,Argyll and Bute,Scotland,S,29972.0
2020,S12000035,Argyll and Bute,Scotland,S,30871.0
2021,S12000035,Argyll and Bute,Scotland,S,31797.0
2022,S12000035,Argyll and Bute,Scotland,S,32751.0
2023,S12000035,Argyll and Bute,Scotland,S,33734.0
2024,S12000035,Argyll and Bute,Scotland,S,34746.0
2010,S12000036,City of Edinburgh,Scotland,S,27411.0
2011,S12000036,City of Edinburgh,Scotland,S,28178.0
2012,S12000036,City of Edinburgh,Scotland,S,28967.0
2013,S12000036,City of Edinburgh,Scotland,S,29778.0
2014,S12000036,City of Edinburgh,Scotland,S,30612.0
2015,S12000036,City of Edinburgh,Scotland,S,31469.0
2016,S12000036,City of Edinburgh,Scotland,S,32413.0
2017,S12000036,City of Edinburgh,Scotland,S,33385.0
2018,S12000036,City of Edinburgh,Scotland,S,34387.0
2019,S12000036,City of Edinburgh,Scotland,S,35419.0
2020,S12000036,City of Edinburgh,Scotland,S,36481.0
2021,S12000036,City of Edinburgh,Scotland,S,37576.0
2022,S12000036,City of Edinburgh,Scotland,S,38703.0
2023,S12000036,City of Edinburgh,Scotland,S,39864.0
2024,S12000036,City of Edinburgh,Scotland,S,41060.0
2010,S12000038,Renfrewshire,Scotland,S,22494.0
2011,S12000038,Renfrewshire,Scotland,S,23123.0
2012,S12000038,Renfrewshire,Scotland,S,23771.0
2013,S12000038,Renfrewshire,Scotland,S,24436.0
2014,S12000038,Renfrewshire,Scotland,S,25121.0
2015,S12000038,Renfrewshire,Scotland,S,25824.0
2016,S12000038,Renfrewshire,Scotland,S,26598.0
2017,S12000038,Renfrewshire,Scotland,S,27396.0
2018,S12000038,Renfrewshire,Scotland,S,28218.0
2019,S12000038,Renfrewshire,Scotland,S,29065.0
2020,S12000038,Renfrewshire,Scotland,S,29937.0
2021,S12000038,Renfrewshire,Scotland,S,30835.0
2022,S12000038,Renfrewshire,Scotland,S,31760.0
2023,S12000038,Renfrewshire,Scotland,S,32713.0
2024,S12000038,Renfrewshire,Scotland,S,33694.0
2010,S12000039,West Dunbartonshire,Scotland,S,22813.0
2011,S12000039,West Dunbartonshire,Scotland,S,23452.0
2012,S12000039,West Dunbartonshire,Scotland,S,24109.0
2013,S12000039,West Dunbartonshire,Scotland,S,24784.0
2014,S12000039,West Dunbartonshire,Scotland,S,25478.0
2015,S12000039,West Dunbartonshire,Scotland,S,26191.0
2016,S12000039,West Dunbartonshire,Scotland,S,26976.0
2017,S12000039,West Dunbartonshire,Scotland,S,27786.0
2018,S12000039,West Dunbartonshire,Scotland,S,28619.0
2019,S12000039,West Dunbartonshire,Scotland,S,29478.0
2020,S12000039,West Dunbartonshire,Scotland,S,30362.0
2021,S12000039,West Dunbartonshire,Scotland,S,31273.0
2022,S12000039,West Dunbartonshire,Scotland,S,32211.0
2023,S12000039,West Dunbartonshire,Scotland,S,33178.0
2024,S12000039,West Dunbartonshire,Scotland,S,34173.0
2010,S12000040,West Lothian,Scotland,S,21078.0
2011,S12000040,West Lothian,Scotland,S,21668.0
2012,S12000040,West Lothian,Scotland,S,22275.0
2013,S12000040,West Lothian,Scotland,S,22899.0
2014,S12000040,West Lothian,Scotland,S,23540.0
2015,S12000040,West Lothian,Scotland,S,24199.0
2016,S12000040,West Lothian,Scotland,S,24925.0
2017,S12000040,West Lothian,Scotland,S,25673.0
2018,S12000040,West Lothian,Scotland,S,26443.0
2019,S12000040,West Lothian,Scotland,S,27236.0
2020,S12000040,West Lothian,Scotland,S,28054.0
2021,S12000040,West Lothian,Scotland,S,28895.0
2022,S12000040,West Lothian,Scotland,S,29762.0
2023,S12000040,West Lothian,Scotland,S,30655.0
2024,S12000040,West Lothian,Scotland,S,31574.0
2010,S12000041,Angus,Scotland,S,22236.0
2011,S12000041,Angus,Scotland,S,22858.0
2012,S12000041,Angus,Scotland,S,23498.0
2013,S12000041,Angus,Scotland,S,24156.0
2014,S12000041,Angus,Scotland,S,24833.0
2015,S12000041,Angus,Scotland,S,25528.0
2016,S12000041,Angus,Scotland,S,26294.0
2017,S12000041,Angus,Scotland,S,27083.0
2018,S12000041,Angus,Scotland,S,27895.0
2019,S12000041,Angus,Scotland,S,28732.0
2020,S12000041,Angus,Scotland,S,29594.0
2021,S12000041,Angus,Scotland,S,30482.0
2022,S12000041,Angus,Scotland,S,31396.0
2023,S12000041,Angus,Scotland,S,32338.0
2024,S12000041,Angus,Scotland,S,33308.0
2010,S12000042,Dundee City,Scotland,S,26279.0
2011,S12000042,Dundee City,Scotland,S,27015.0
2012,S12000042,Dundee City,Scotland,S,27771.0
2013,S12000042,Dundee City,Scotland,S,28549.0
2014,S12000042,Dundee City,Scotland,S,29348.0
2015,S12000042,Dundee City,Scotland,S,30170.0
2016,S12000042,Dundee City,Scotland,S,31075.0
2017,S12000042,Dundee City,Scotland,S,32008.0
2018,S12000042,Dundee City,Scotland,S,32968.0
2019,S12000042,Dundee City,Scotland,S,33957.0
2020,S12000042,Dundee City,Scotland,S,34976.0
2021,S12000042,Dundee City,Scotland,S,36025.0
2022,S12000042,Dundee City,Scotland,S,37106.0
2023,S12000042,Dundee City,Scotland,S,38219.0
2024,S12000042,Dundee City,Scotland,S,39365.0
2010,S12000044,North Lanarkshire,Scotland,S,20740.0
2011,S12000044,North Lanarkshire,Scotland,S,21321.0
2012,S12000044,North Lanarkshire,Scotland,S,21918.0
2013,S12000044,North Lanarkshire,Scotland,S,22532.0
2014,S12000044,North Lanarkshire,Scotland,S,23162.0
2015,S12000044,North Lanarkshire,Scotland,S,23811.0
2016,S12000044,North Lanarkshire,Scotland,S,24525.0
2017,S12000044,North Lanarkshire,Scotland,S,25261.0
2018,S12000044,North Lanarkshire,Scotland,S,26019.0
2019,S12000044,North Lanarkshire,Scotland,S,26799.0
2020,S12000044,North Lanarkshire,Scotland,S,27603.0
2021,S12000044,North Lanarkshire,Scotland,S,28432.0
2022,S12000044,North Lanarkshire,Scotland,S,29285.0
2023,S12000044,North Lanarkshire,Scotland,S,30163.0
2024,S12000044,North Lanarkshire,Scotland,S,31068.0
2010,S12000045,East Dunbartonshire,Scotland,S,22708.0
2011,S12000045,East Dunbartonshire,Scotland,S,23344.0
2012,S12000045,East Dunbartonshire,Scotland,S,23997.0
2013,S12000045,East Dunbartonshire,Scotland,S,24669.0
2014,S12000045,East Dunbartonshire,Scotland,S,25360.0
2015,S12000045,East Dunbartonshire,Scotland,S,26070.0
2016,S12000045,East Dunbartonshire,Scotland,S,26852.0
2017,S12000045,East Dunbartonshire,Scotland,S,27658.0
2018,S12000045,East Dunbartonshire,Scotland,S,28487.0
2019,S12000045,East Dunbartonshire,Scotland,S,29342.0
2020,S12000045,East Dunbartonshire,Scotland,S,30222.0
2021,S12000045,East Dunbartonshire,Scotland,S,31129.0
2022,S12000045,East Dunbartonshire,Scotland,S,32063.0
2023,S12000045,East Dunbartonshire,Scotland,S,33025.0
2024,S12000045,East Dunbartonshire,Scotland,S,34015.0
2010,S12000046,Glasgow City,Scotland,S,22455.0
2011,S12000046,Glasgow City,Scotland,S,23084.0
2012,S12000046,Glasgow City,Scotland,S,23730.0
2013,S12000046,Glasgow City,Scotland,S,24395.0
2014,S12000046,Glasgow City,Scotland,S,25078.0
2015,S12000046,Glasgow City,Scotland,S,25780.0
2016,S12000046,Glasgow City,Scotland,S,26553.0
2017,S12000046,Glasgow City,Scotland,S,27350.0
2018,S12000046,Glasgow City,Scotland,S,28170.0
2019,S12000046,Glasgow City,Scotland,S,29015.0
2020,S12000046,Glasgow City,Scotland,S,29886.0
2021,S12000046,Glasgow City,Scotland,S,30782.0
2022,S12000046,Glasgow City,Scotland,S,31706.0
2023,S12000046,Glasgow City,Scotland,S,32657.0
2024,S12000046,Glasgow City,Scotland,S,33637.0
2010,S12000047,Fife,Scotland,S,23685.0
2011,S12000047,Fife,Scotland,S,24348.0
2012,S12000047,Fife,Scotland,S,25030.0
2013,S12000047,Fife,Scotland,S,25731.0
2014,S12000047,Fife,Scotland,S,26451.0
2015,S12000047,Fife,Scotland,S,27192.0
2016,S12000047,Fife,Scotland,S,28007.0
2017,S12000047,Fife,Scotland,S,28848.0
2018,S12000047,Fife,Scotland,S,29713.0
2019,S12000047,Fife,Scotland,S,30604.0
2020,S12000047,Fife,Scotland,S,31522.0
2021,S12000047,Fife,Scotland,S,32468.0
2022,S12000047,Fife,Scotland,S,33442.0
2023,S12000047,Fife,Scotland,S,34445.0
2024,S12000047,Fife,Scotland,S,35479.0
2010,S12000049,Glasgow City,Scotland,S,21431.0
2011,S12000049,Glasgow City,Scotland,S,22031.0
2012,S12000049,Glasgow City,Scotland,S,22648.0
2013,S12000049,Glasgow City,Scotland,S,23282.0
2014,S12000049,Glasgow City,Scotland,S,23934.0
2015,S12000049,Glasgow City,Scotland,S,24604.0
2016,S12000049,Glasgow City,Scotland,S,25342.0
2017,S12000049,Glasgow City,Scotland,S,26102.0
2018,S12000049,Glasgow City,Scotland,S,26885.0
2019,S12000049,Glasgow City,Scotland,S,27692.0
2020,S12000049,Glasgow City,Scotland,S,28523.0
2021,S12000049,Glasgow City,Scotland,S,29378.0
2022,S12000049,Glasgow City,Scotland,S,30260.0
2023,S12000049,Glasgow City,Scotland,S,31168.0
2024,S12000049,Glasgow City,Scotland,S,32103.0
2010,S12000050,North Lanarkshire,Scotland,S,21852.0
2011,S12000050,North Lanarkshire,Scotland,S,22464.0
2012,S12000050,North Lanarkshire,Scotland,S,23093.0
2013,S12000050,North Lanarkshire,Scotland,S,23740.0
2014,S12000050,North Lanarkshire,Scotland,S,24405.0
2015,S12000050,North Lanarkshire,Scotland,S,25088.0
2016,S12000050,North Lanarkshire,Scotland,S,25840.0
2017,S12000050,North Lanarkshire,Scotland,S,26616.0
2018,S12000050,North Lanarkshire,Scotland,S,27414.0
2019,S12000050,North Lanarkshire,Scotland,S,28237.0
2020,S12000050,North Lanarkshire,Scotland,S,29084.0
2021,S12000050,North Lanarkshire,Scotland,S,29956.0
2022,S12000050,North Lanarkshire,Scotland,S,30855.0
2023,S12000050,North Lanarkshire,Scotland,S,31781.0
2024,S12000050,North Lanarkshire,Scotland,S,32734.0
2010,W06000001,Isle of Anglesey,Wales,W,18308.0
2011,W06000001,Isle of Anglesey,Wales,W,18821.0
2012,W06000001,Isle of Anglesey,Wales,W,19348.0
2013,W06000001,Isle of Anglesey,Wales,W,19890.0
2014,W06000001,Isle of Anglesey,Wales,W,20446.0
2015,W06000001,Isle of Anglesey,Wales,W,21019.0
2016,W06000001,Isle of Anglesey,Wales,W,21650.0
2017,W06000001,Isle of Anglesey,Wales,W,22299.0
2018,W06000001,Isle of Anglesey,Wales,W,22968.0
2019,W06000001,Isle of Anglesey,Wales,W,23657.0
2020,W06000001,Isle of Anglesey,Wales,W,24367.0
2021,W06000001,Isle of Anglesey,Wales,W,25098.0
2022,W06000001,Isle of Anglesey,Wales,W,25851.0
2023,W06000001,Isle of Anglesey,Wales,W,26626.0
2024,W06000001,Isle of Anglesey,Wales,W,27425.0
2010,W06000002,Gwynedd,Wales,W,18043.0
2011,W06000002,Gwynedd,Wales,W,18549.0
2012,W06000002,Gwynedd,Wales,W,19068.0
2013,W06000002,Gwynedd,Wales,W,19602.0
2014,W06000002,Gwynedd,Wales,W,20151.0
2015,W06000002,Gwynedd,Wales,W,20715.0
2016,W06000002,Gwynedd,Wales,W,21337.0
2017,W06000002,Gwynedd,Wales,W,21977.0
2018,W06000002,Gwynedd,Wales,W,22636.0
2019,W06000002,Gwynedd,Wales,W,23315.0
2020,W06000002,Gwynedd,Wales,W,24015.0
2021,W06000002,Gwynedd,Wales,W,24735.0
2022,W06000002,Gwynedd,Wales,W,25477.0
2023,W06000002,Gwynedd,Wales,W,26241.0
2024,W06000002,Gwynedd,Wales,W,27029.0
2010,W06000003,Conwy,Wales,W,19067.0
2011,W06000003,Conwy,Wales,W,19601.0
2012,W06000003,Conwy,Wales,W,20150.0
2013,W06000003,Conwy,Wales,W,20714.0
2014,W06000003,Conwy,Wales,W,21294.0
2015,W06000003,Conwy,Wales,W,21890.0
2016,W06000003,Conwy,Wales,W,22546.0
2017,W06000003,Conwy,Wales,W,23223.0
2018,W06000003,Conwy,Wales,W,23919.0
2019,W06000003,Conwy,Wales,W,24637.0
2020,W06000003,Conwy,Wales,W,25376.0
2021,W06000003,Conwy,Wales,W,26137.0
2022,W06000003,Conwy,Wales,W,26922.0
2023,W06000003,Conwy,Wales,W,27729.0
2024,W06000003,Conwy,Wales,W,28561.0
2010,W06000004,Denbighshire,Wales,W,24162.0
2011,W06000004,Denbighshire,Wales,W,24838.0
2012,W06000004,Denbighshire,Wales,W,25534.0
2013,W06000004,Denbighshire,Wales,W,26249.0
2014,W06000004,Denbighshire,Wales,W,26983.0
2015,W06000004,Denbighshire,Wales,W,27739.0
2016,W06000004,Denbighshire,Wales,W,28572.0
2017,W06000004,Denbighshire,Wales,W,29429.0
2018,W06000004,Denbighshire,Wales,W,30312.0
2019,W06000004,Denbighshire,Wales,W,31221.0
2020,W06000004,Denbighshire,Wales,W,32157.0
2021,W06000004,Denbighshire,Wales,W,33122.0
2022,W06000004,Denbighshire,Wales,W,34116.0
2023,W06000004,Denbighshire,Wales,W,35139.0
2024,W06000004,Denbighshire,Wales,W,36194.0
2010,W06000005,Flintshire,Wales,W,20218.0
2011,W06000005,Flintshire,Wales,W,20785.0
2012,W06000005,Flintshire,Wales,W,21366.0
2013,W06000005,Flintshire,Wales,W,21965.0
2014,W06000005,Flintshire,Wales,W,22580.0
2015,W06000005,Flintshire,Wales,W,23212.0
2016,W06000005,Flintshire,Wales,W,23909.0
2017,W06000005,Flintshire,Wales,W,24626.0
2018,W06000005,Flintshire,Wales,W,25365.0
2019,W06000005,Flintshire,Wales,W,26126.0
2020,W06000005,Flintshire,Wales,W,26909.0
2021,W06000005,Flintshire,Wales,W,27717.0
2022,W06000005,Flintshire,Wales,W,28548.0
2023,W06000005,Flintshire,Wales,W,29405.0
2024,W06000005,Flintshire,Wales,W,30287.0
2010,W06000006,Wrexham,Wales,W,21563.0
2011,W06000006,Wrexham,Wales,W,22167.0
2012,W06000006,Wrexham,Wales,W,22788.0
2013,W06000006,Wrexham,Wales,W,23426.0
2014,W06000006,Wrexham,Wales,W,24082.0
2015,W06000006,Wrexham,Wales,W,24756.0
2016,W06000006,Wrexham,Wales,W,25499.0
2017,W06000006,Wrexham,Wales,W,26264.0
2018,W06000006,Wrexham,Wales,W,27052.0
2019,W06000006,Wrexham,Wales,W,27863.0
2020,W06000006,Wrexham,Wales,W,28699.0
2021,W06000006,Wrexham,Wales,W,29560.0
2022,W06000006,Wrexham,Wales,W,30447.0
2023,W06000006,Wrexham,Wales,W,31360.0
2024,W06000006,Wrexham,Wales,W,32301.0
2010,W06000008,Ceredigion,Wales,W,21559.0
2011,W06000008,Ceredigion,Wales,W,22163.0
2012,W06000008,Ceredigion,Wales,W,22783.0
2013,W06000008,Ceredigion,Wales,W,23421.0
2014,W06000008,Ceredigion,Wales,W,24077.0
2015,W06000008,Ceredigion,Wales,W,24751.0
2016,W06000008,Ceredigion,Wales,W,25494.0
2017,W06000008,Ceredigion,Wales,W,26258.0
2018,W06000008,Ceredigion,Wales,W,27046.0
2019,W06000008,Ceredigion,Wales,W,27857.0
2020,W06000008,Ceredigion,Wales,W,28693.0
2021,W06000008,Ceredigion,Wales,W,29554.0
2022,W06000008,Ceredigion,Wales,W,30441.0
2023,W06000008,Ceredigion,Wales,W,31354.0
2024,W06000008,Ceredigion,Wales,W,32294.0
2010,W06000009,Pembrokeshire,Wales,W,20018.0
2011,W06000009,Pembrokeshire,Wales,W,20579.0
2012,W06000009,Pembrokeshire,Wales,W,21155.0
2013,W06000009,Pembrokeshire,Wales,W,21747.0
2014,W06000009,Pembrokeshire,Wales,W,22356.0
2015,W06000009,Pembrokeshire,Wales,W,22982.0
2016,W06000009,Pembrokeshire,Wales,W,23672.0
2017,W06000009,Pembrokeshire,Wales,W,24382.0
2018,W06000009,Pembrokeshire,Wales,W,25113.0
2019,W06000009,Pembrokeshire,Wales,W,25867.0
2020,W06000009,Pembrokeshire,Wales,W,26643.0
2021,W06000009,Pembrokeshire,Wales,W,27442.0
2022,W06000009,Pembrokeshire,Wales,W,28265.0
2023,W06000009,Pembrokeshire,Wales,W,29113.0
2024,W06000009,Pembrokeshire,Wales,W,29987.0
2010,W06000010,Carmarthenshire,Wales,W,19666.0
2011,W06000010,Carmarthenshire,Wales,W,20217.0
2012,W06000010,Carmarthenshire,Wales,W,20783.0
2013,W06000010,Carmarthenshire,Wales,W,21365.0
2014,W06000010,Carmarthenshire,Wales,W,21963.0
2015,W06000010,Carmarthenshire,Wales,W,22578.0
2016,W06000010,Carmarthenshire,Wales,W,23256.0
2017,W06000010,Carmarthenshire,Wales,W,23953.0
2018,W06000010,Carmarthenshire,Wales,W,24672.0
2019,W06000010,Carmarthenshire,Wales,W,25412.0
2020,W06000010,Carmarthenshire,Wales,W,26175.0
2021,W06000010,Carmarthenshire,Wales,W,26960.0
2022,W06000010,Carmarthenshire,Wales,W,27769.0
2023,W06000010,Carmarthenshire,Wales,W,28602.0
2024,W06000010,Carmarthenshire,Wales,W,29460.0
2010,W06000011,Swansea,Wales,W,18908.0
2011,W06000011,Swansea,Wales,W,19438.0
2012,W06000011,Swansea,Wales,W,19982.0
2013,W06000011,Swansea,Wales,W,20542.0
2014,W06000011,Swansea,Wales,W,21117.0
2015,W06000011,Swansea,Wales,W,21708.0
2016,W06000011,Swansea,Wales,W,22359.0
2017,W06000011,Swansea,Wales,W,23030.0
2018,W06000011,Swansea,Wales,W,23721.0
2019,W06000011,Swansea,Wales,W,24432.0
2020,W06000011,Swansea,Wales,W,25165.0
2021,W06000011,Swansea,Wales,W,25920.0
2022,W06000011,Swansea,Wales,W,26698.0
2023,W06000011,Swansea,Wales,W,27499.0
2024,W06000011,Swansea,Wales,W,28324.0
2010,W06000012,Neath Port Talbot,Wales,W,17940.0
2011,W06000012,Neath Port Talbot,Wales,W,18442.0
2012,W06000012,Neath Port Talbot,Wales,W,18958.0
2013,W06000012,Neath Port Talbot,Wales,W,19489.0
2014,W06000012,Neath Port Talbot,Wales,W,20035.0
2015,W06000012,Neath Port Talbot,Wales,W,20596.0
2016,W06000012,Neath Port Talbot,Wales,W,21214.0
2017,W06000012,Neath Port Talbot,Wales,W,21851.0
2018,W06000012,Neath Port Talbot,Wales,W,22506.0
2019,W06000012,Neath Port Talbot,Wales,W,23181.0
2020,W06000012,Neath Port Talbot,Wales,W,23877.0
2021,W06000012,Neath Port Talbot,Wales,W,24593.0
2022,W06000012,Neath Port Talbot,Wales,W,25331.0
2023,W06000012,Neath Port Talbot,Wales,W,26091.0
2024,W06000012,Neath Port Talbot,Wales,W,26873.0
2010,W06000013,Bridgend,Wales,W,21008.0
2011,W06000013,Bridgend,Wales,W,21596.0
2012,W06000013,Bridgend,Wales,W,22200.0
2013,W06000013,Bridgend,Wales,W,22822.0
2014,W06000013,Bridgend,Wales,W,23461.0
2015,W06000013,Bridgend,Wales,W,24118.0
2016,W06000013,Bridgend,Wales,W,24842.0
2017,W06000013,Bridgend,Wales,W,25587.0
2018,W06000013,Bridgend,Wales,W,26355.0
2019,W06000013,Bridgend,Wales,W,27145.0
2020,W06000013,Bridgend,Wales,W,27960.0
2021,W06000013,Bridgend,Wales,W,28799.0
2022,W06000013,Bridgend,Wales,W,29663.0
2023,W06000013,Bridgend,Wales,W,30552.0
2024,W06000013,Bridgend,Wales,W,31469.0
2010,W06000014,Vale of Glamorgan,Wales,W,21123.0
2011,W06000014,Vale of Glamorgan,Wales,W,21715.0
2012,W06000014,Vale of Glamorgan,Wales,W,22323.0
2013,W06000014,Vale of Glamorgan,Wales,W,22948.0
2014,W06000014,Vale of Glamorgan,Wales,W,23590.0
2015,W06000014,Vale of Glamorgan,Wales,W,24251.0
2016,W06000014,Vale of Glamorgan,Wales,W,24978.0
2017,W06000014,Vale of Glamorgan,Wales,W,25728.0
2018,W06000014,Vale of Glamorgan,Wales,W,26500.0
2019,W06000014,Vale of Glamorgan,Wales,W,27295.0
2020,W06000014,Vale of Glamorgan,Wales,W,28113.0
2021,W06000014,Vale of Glamorgan,Wales,W,28957.0
2022,W06000014,Vale of Glamorgan,Wales,W,29826.0
2023,W06000014,Vale of Glamorgan,Wales,W,30720.0
2024,W06000014,Vale of Glamorgan,Wales,W,31642.0
2010,W06000015,Cardiff,Wales,W,20718.0
2011,W06000015,Cardiff,Wales,W,21298.0
2012,W06000015,Cardiff,Wales,W,21894.0
2013,W06000015,Cardiff,Wales,W,22507.0
2014,W06000015,Cardiff,Wales,W,23137.0
2015,W06000015,Cardiff,Wales,W,23785.0
2016,W06000015,Cardiff,Wales,W,24499.0
2017,W06000015,Cardiff,Wales,W,25233.0
2018,W06000015,Cardiff,Wales,W,25990.0
2019,W06000015,Cardiff,Wales,W,26770.0
2020,W06000015,Cardiff,Wales,W,27573.0
2021,W06000015,Cardiff,Wales,W,28401.0
2022,W06000015,Cardiff,Wales,W,29253.0
2023,W06000015,Cardiff,Wales,W,30130.0
2024,W06000015,Cardiff,Wales,W,31034.0
2010,W06000016,Rhondda Cynon Taf,Wales,W,19448.0
2011,W06000016,Rhondda Cynon Taf,Wales,W,19992.0
2012,W06000016,Rhondda Cynon Taf,Wales,W,20552.0
2013,W06000016,Rhondda Cynon Taf,Wales,W,21127.0
2014,W06000016,Rhondda Cynon Taf,Wales,W,21719.0
2015,W06000016,Rhondda Cynon Taf,Wales,W,22327.0
2016,W06000016,Rhondda Cynon Taf,Wales,W,22997.0
2017,W06000016,Rhondda Cynon Taf,Wales,W,23687.0
2018,W06000016,Rhondda Cynon Taf,Wales,W,24397.0
2019,W06000016,Rhondda Cynon Taf,Wales,W,25129.0
2020,W06000016,Rhondda Cynon Taf,Wales,W,25883.0
2021,W06000016,Rhondda Cynon Taf,Wales,W,26659.0
2022,W06000016,Rhondda Cynon Taf,Wales,W,27459.0
2023,W06000016,Rhondda Cynon Taf,Wales,W,28283.0
2024,W06000016,Rhondda Cynon Taf,Wales,W,29132.0
2010,W06000018,Caerphilly,Wales,W,23666.0
2011,W06000018,Caerphilly,Wales,W,24329.0
2012,W06000018,Caerphilly,Wales,W,25010.0
2013,W06000018,Caerphilly,Wales,W,25710.0
2014,W06000018,Caerphilly,Wales,W,26430.0
2015,W06000018,Caerphilly,Wales,W,27170.0
2016,W06000018,Caerphilly,Wales,W,27985.0
2017,W06000018,Caerphilly,Wales,W,28825.0
2018,W06000018,Caerphilly,Wales,W,29689.0
2019,W06000018,Caerphilly,Wales,W,30580.0
